,AAPL,AMZN,ATT,AUD,EUR,FBNDX,GE,GOLD,INTC,LEHM,SILVER,SPY
2010-07-06,8.879643,5.503,18.436556,0.8527,1.2626,7.33,107.46154,1192.6,19.48,1073.135217,17.8375,102.870003
2010-07-07,9.238214,5.6715,18.376133,0.8643,1.2638,7.32,112.46154,1202.78,20.139999,1071.597168,18.035,106.110001
2010-07-08,9.2175,5.811,18.557402,0.8774,1.2698,7.32,114.07692,1198.25,20.1,1070.772504,17.965,107.160004
2010-07-09,9.272143,5.863,18.753777,0.8776,1.2641,7.31,115.0,1211.71,20.24,1069.82264,18.135,107.959999
2010-07-12,9.188929,5.9755,18.76133,0.8759,1.2596,7.32,114.846153,1196.85,20.57,1070.542755,17.95,108.029999
2010-07-13,8.992857,6.1825,18.844412,0.8833,1.2724,7.31,117.0,1212.3,21.01,1068.708909,18.2525,109.660004
2010-07-14,9.026071,6.165,18.851965,0.8851,1.2743,7.33,116.92308,1208.47,21.360001,1071.698603,18.305,109.650002
2010-07-15,8.980357,6.103,18.882175,0.8844,1.295,7.35,117.307693,1208.3,21.51,1074.285017,18.35,109.68
2010-07-16,8.925,5.9245,18.648035,0.8689,1.293,7.36,111.92308,1193.0,21.02,1075.703187,17.86,106.660004
2010-07-19,8.770714,5.997,18.79154,0.8684,1.2942,7.35,112.46154,1182.93,21.59,1074.575236,17.59,107.290001
2010-07-20,8.996071,6.005,18.723564,0.8839,1.288,7.35,114.92308,1192.2,21.65,1075.643432,17.695,108.480003
2010-07-21,9.08,5.8715,18.821753,0.8781,1.2754,7.37,114.153847,1185.0,21.26,1077.785998,17.6575,107.07
2010-07-22,9.250714,6.0035,19.267372,0.8933,1.2893,7.37,117.0,1194.98,21.780001,1076.684535,18.0925,109.459999
2010-07-23,9.283571,5.9435,19.29003,0.8957,1.2909,7.35,120.846153,1189.14,21.690001,1075.03628,18.11,110.410004
2010-07-26,9.26,5.92,19.60725,0.9026,1.2994,7.35,124.153847,1183.5,21.709999,1075.635802,18.18,111.559998
2010-07-27,9.431429,5.8565,19.750755,0.9024,1.2996,7.35,124.46154,1161.6,21.58,1074.488918,17.66,111.550003
2010-07-28,9.32,5.8565,19.788521,0.8932,1.2995,7.36,123.46154,1163.1,21.33,1076.359897,17.485,110.830002
2010-07-29,9.218214,5.843,19.652569,0.9005,1.3079,7.37,124.230766,1168.1,21.030001,1076.701997,17.6125,110.290001
2010-07-30,9.1875,5.8945,19.592146,0.9042,1.3052,7.39,124.0,1181.0,20.6,1080.087034,18.01,110.269997
2010-08-02,9.351786,6.0035,20.083082,0.9137,1.3179,7.39,126.230766,1182.75,21.15,1077.892946,18.37,112.760002
2010-08-03,9.354643,6.121,20.158609,0.9127,1.3231,7.41,126.153847,1186.25,20.870001,1080.46688,18.385,112.220001
2010-08-04,9.392143,6.379,20.120846,0.9166,1.3161,7.39,126.769234,1194.83,20.73,1078.793444,18.29,112.970001
2010-08-05,9.346429,6.3915,20.196375,0.9161,1.3189,7.4,127.07692,1194.96,20.67,1079.858979,18.345,112.849998
2010-08-06,9.288929,6.416,20.045317,0.9183,1.328,7.42,126.53846,1205.4,20.65,1082.352497,18.465,112.389999
2010-08-09,9.348214,6.4415,20.287008,0.9165,1.3222,7.41,126.0,1201.23,20.65,1081.969339,18.3375,112.989998
2010-08-10,9.264643,6.5,20.400303,0.9135,1.3177,7.42,125.0,1204.3,19.82,1082.823343,18.3275,112.379997
2010-08-11,8.935357,6.2945,20.05287,0.897,1.2863,7.43,120.769234,1198.15,19.43,1085.111365,17.9,109.300003
2010-08-12,8.9925,6.328,20.135952,0.8963,1.2829,7.41,119.230766,1213.95,19.450001,1082.997813,18.065,108.629997
2010-08-13,8.896429,6.2345,20.181269,0.8929,1.2754,7.42,118.307693,1215.43,19.15,1084.772082,18.145,108.309998
2010-08-16,8.844286,6.3035,20.128399,0.8982,1.2827,7.45,118.92308,1225.35,19.469999,1088.854173,18.395,108.260002
2010-08-17,8.998929,6.443,20.37009,0.9053,1.2885,7.44,119.846153,1224.83,19.530001,1086.339814,18.52,109.589996
2010-08-18,9.038214,6.4825,20.604231,0.8983,1.2853,7.44,120.769234,1229.3,19.59,1086.05494,18.37,109.790001
2010-08-19,8.924286,6.3785,20.37009,0.8927,1.2823,7.46,117.307693,1231.96,18.9,1088.583665,18.3,107.879997
2010-08-20,8.915714,6.388,19.977341,0.8939,1.2712,7.45,115.615387,1227.89,18.91,1086.661892,18.01,107.529999
2010-08-23,8.778571,6.33,20.007553,0.8913,1.2657,7.45,114.53846,1226.15,18.700001,1087.264226,17.995,107.120003
2010-08-24,8.568929,6.2265,20.181269,0.8817,1.2627,7.47,112.07692,1230.5,18.41,1090.153044,18.3663,105.529999
2010-08-25,8.674643,6.3425,20.309668,0.884,1.2659,7.46,112.07692,1240.15,18.48,1088.875657,18.9275,105.940002
2010-08-26,8.581429,6.243,20.166162,0.8863,1.2716,7.47,111.53846,1237.6,18.18,1090.594097,18.94,105.230003
2010-08-27,8.629286,6.332,20.347431,0.8989,1.2763,7.43,113.153847,1237.83,18.370001,1084.666733,19.0925,106.860001
2010-08-30,8.660714,6.1895,20.113293,0.8918,1.2663,7.46,111.692307,1237.0,17.959999,1088.46704,19.0156,105.309998
2010-08-31,8.682143,6.2415,20.415407,0.8906,1.268,7.47,111.384613,1247.4,17.67,1090.585287,19.3713,105.309998
2010-09-01,8.940357,6.6245,20.657101,0.9117,1.2809,7.45,115.46154,1244.3,18.139999,1086.88602,19.3613,108.459999
2010-09-02,9.006071,6.7605,20.694864,0.911,1.2826,7.45,116.53846,1251.06,18.280001,1085.491887,19.645,109.470001
2010-09-03,9.241786,6.9395,20.725077,0.9166,1.2896,7.43,118.384613,1246.55,18.43,1083.1858,19.85,110.889999
2010-09-07,9.2075,6.861,20.596678,0.9106,1.2682,7.46,118.769234,1255.7,18.120001,1087.357592,19.785,109.639999
2010-09-08,9.39,6.957,20.687311,0.9182,1.272,7.45,120.769234,1254.95,17.9,1085.229014,19.9063,110.410004
2010-09-09,9.395357,7.019,21.004532,0.9229,1.2696,7.42,122.384613,1243.6,18.0,1080.686674,19.6988,110.919998
2010-09-10,9.4075,7.122,21.019636,0.9266,1.2679,7.41,122.92308,1245.98,17.969999,1079.694438,19.885,111.480003
2010-09-13,9.537143,7.2535,21.095165,0.936,1.2883,7.43,125.0,1245.55,18.559999,1082.572187,20.05,112.720001
2010-09-14,9.573571,7.2875,21.095165,0.9397,1.2998,7.45,124.307693,1268.33,18.74,1085.285153,20.48,112.650002
2010-09-15,9.650714,7.2725,21.155588,0.9382,1.3011,7.44,125.692307,1268.15,18.719999,1082.823854,20.5825,113.080002
2010-09-16,9.8775,7.4065,21.231117,0.9369,1.3078,7.43,124.846153,1275.25,18.969999,1081.418757,20.7888,113.050003
2010-09-17,9.834643,7.416,21.276436,0.9363,1.305,7.43,125.307693,1274.18,18.809999,1081.475835,20.755,112.489998
2010-09-20,10.115357,7.565,21.555891,0.9472,1.3061,7.44,127.307693,1278.25,18.93,1082.928926,20.7475,114.209999
2010-09-21,10.134643,7.5365,21.608761,0.9552,1.3264,7.47,127.07692,1287.38,19.139999,1087.029119,20.9675,113.980003
2010-09-22,10.276786,7.5915,21.593657,0.9568,1.3406,7.47,126.92308,1291.41,19.01,1087.753658,21.1525,113.419998
